Id,SalePrice
1461,126400.0
1462,143875.0
1463,198950.0
1464,190400.0
1465,211428.0
1466,192200.0
1467,157930.0
1468,154089.0
1469,192170.0
1470,129470.0
1471,175845.0
1472,95350.0
1473,95550.0
1474,140950.0
1475,148260.0
1476,346487.7
1477,246493.1
1478,302938.9
1479,235242.6
1480,429643.3
1481,293937.6
1482,201280.0
1483,157815.0
1484,167710.4
1485,178650.0
1486,206850.0
1487,295996.2
1488,239218.0
1489,193270.0
1490,186050.0
1491,204700.0
1492,113040.0
1493,175280.0
1494,294717.8
1495,301487.2
1496,206897.8
1497,180890.0
1498,152440.4
1499,150770.4
1500,132113.3
1501,175346.6
1502,166710.2
1503,289294.6
1504,256696.8
1505,223097.8
1506,172920.0
1507,206590.0
1508,184440.0
1509,170290.0
1510,140790.0
1511,149340.0
1512,161880.0
1513,159503.2
1514,190030.0
1515,180780.0
1516,145913.2
1517,152890.0
1518,136993.2
1519,202473.7
1520,134840.0
1521,138785.0
1522,172550.0
1523,115067.6
1524,117927.1
1525,127890.0
1526,133025.0
1527,99440.0
1528,118660.0
1529,135290.0
1530,176605.0
1531,142290.0
1532,109900.0
1533,144660.0
1534,84440.0
1535,156925.0
1536,124368.0
1537,88140.0
1538,229519.0
1539,243009.0
1540,126068.7
1541,151400.0
1542,143140.0
1543,194800.0
1544,81487.1
1545,99460.0
1546,99910.0
1547,109220.0
1548,114540.0
1549,105127.1
1550,126800.0
1551,112910.0
1552,148573.2
1553,143115.0
1554,102640.4
1555,180595.0
1556,90950.0
1557,137190.0
1558,92340.0
1559,130633.2
1560,160963.7
1561,177300.0
1562,118330.0
1563,121540.0
1564,163770.0
1565,157930.0
1566,247962.4
1567,83980.0
1568,200295.0
1569,172375.0
1570,123255.0
1571,150828.2
1572,151150.0
1573,230287.8
1574,127625.0
1575,199710.0
1576,205080.0
1577,190918.5
1578,144247.5
1579,144026.0
1580,192910.0
1581,129775.0
1582,124710.0
1583,358487.8
1584,231060.0
1585,137390.0
1586,93370.0
1587,107920.0
1588,150330.0
1589,99447.5
1590,128088.0
1591,110940.0
1592,124298.0
1593,108640.0
1594,156590.0
1595,144805.0
1596,222400.0
1597,179410.0
1598,174810.0
1599,212120.0
1600,191940.0
1601,89440.0
1602,114580.0
1603,85970.0
1604,269400.0
1605,261581.3
1606,176140.0
1607,162833.2
1608,236573.4
1609,182503.7
1610,151004.0
1611,141943.2
1612,179870.0
1613,160949.0
1614,122390.0
1615,88900.0
1616,78880.0
1617,82850.0
1618,117720.0
1619,99760.0
1620,177914.0
1621,133529.0
1622,140275.0
1623,285490.0
1624,200520.0
1625,134775.0
1626,167730.0
1627,196125.0
1628,283743.6
1629,160810.0
1630,322310.0
1631,215308.0
1632,229560.0
1633,167140.0
1634,188210.0
1635,174290.0
1636,141115.0
1637,183665.0
1638,202210.0
1639,183480.0
1640,232995.0
1641,188685.0
1642,227460.0
1643,247129.0
1644,237159.0
1645,193185.0
1646,147130.0
1647,184100.0
1648,134240.0
1649,134790.0
1650,129416.0
1651,112477.1
1652,93700.0
1653,103900.0
1654,156895.0
1655,167200.0
1656,137140.0
1657,158595.0
1658,136450.0
1659,151630.0
1660,151730.0
1661,442340.2
1662,382850.9
1663,424668.3
1664,421120.0
1665,304721.6
1666,325380.0
1667,290107.7
1668,322517.2
1669,313887.8
1670,343922.8
1671,265550.0
1672,425696.9
1673,310746.3
1674,254708.0
1675,173860.0
1676,175920.0
1677,195795.2
1678,377295.0
1679,391610.0
1680,288283.7
1681,234460.0
1682,291666.2
1683,182505.0
1684,182755.2
1685,163280.0
1686,175113.7
1687,169140.0
1688,183632.9
1689,179687.9
1690,179855.0
1691,177370.0
1692,250603.5
1693,165660.0
1694,191404.0
1695,160450.0
1696,244687.2
1697,168850.0
1698,331874.8
1699,343549.2
1700,222729.9
1701,248002.6
1702,261040.3
1703,251260.6
1704,311579.0
1705,229859.0
1706,382111.7
1707,184972.1
1708,199788.0
1709,316735.3
1710,214470.0
1711,263081.3
1712,221675.3
1713,267040.4
1714,203127.0
1715,213800.0
1716,180768.5
1717,181943.1
1718,129698.0
1719,209480.0
1720,244540.3
1721,187117.9
1722,130640.0
1723,156740.0
1724,200198.0
1725,221075.0
1726,179390.0
1727,155325.0
1728,170488.5
1729,134670.0
1730,161333.7
1731,120875.0
1732,134890.0
1733,131270.0
1734,133700.0
1735,133480.0
1736,106750.0
1737,419259.8
1738,206122.5
1739,264819.9
1740,193300.0
1741,163500.0
1742,175296.6
1743,160995.0
1744,332210.0
1745,230060.0
1746,247479.0
1747,204883.7
1748,192630.0
1749,172064.0
1750,150740.0
1751,224970.0
1752,125410.0
1753,155436.4
1754,224500.0
1755,171640.0
1756,126676.0
1757,115740.0
1758,130485.0
1759,170520.0
1760,160685.0
1761,153893.2
1762,179590.0
1763,170650.0
1764,114260.0
1765,182180.0
1766,160370.0
1767,186770.0
1768,135620.0
1769,204920.0
1770,136680.0
1771,124900.0
1772,133085.0
1773,141650.0
1774,142190.0
1775,130460.0
1776,118380.0
1777,118400.0
1778,129898.0
1779,111390.0
1780,172045.0
1781,123217.5
1782,98870.0
1783,136347.5
1784,97630.0
1785,120790.0
1786,144390.0
1787,162640.0
1788,76730.0
1789,105370.0
1790,89100.0
1791,178333.2
1792,161423.2
1793,124190.0
1794,143400.0
1795,136940.0
1796,103680.0
1797,123290.0
1798,125985.0
1799,113380.0
1800,122590.0
1801,142965.0
1802,151590.0
1803,156693.2
1804,136496.0
1805,125898.0
1806,106190.0
1807,153180.0
1808,117420.0
1809,137815.0
1810,149740.0
1811,129398.0
1812,124455.0
1813,105950.0
1814,103040.0
1815,84990.0
1816,107390.0
1817,110170.0
1818,131020.0
1819,118487.5
1820,85100.0
1821,115800.0
1822,153990.0
1823,81690.0
1824,123155.0
1825,141733.2
1826,101160.0
1827,102200.0
1828,130545.0
1829,118910.0
1830,144190.0
1831,174200.0
1832,132630.0
1833,141200.0
1834,129933.4
1835,197029.0
1836,136480.0
1837,114650.0
1838,148722.9
1839,87880.0
1840,168720.0
1841,140480.0
1842,89700.0
1843,140185.0
1844,128390.0
1845,147768.2
1846,157720.0
1847,143723.2
1848,78370.0
1849,130000.0
1850,135255.0
1851,166385.0
1852,117210.0
1853,131545.0
1854,170690.0
1855,118200.0
1856,194693.7
1857,163850.0
1858,173300.0
1859,155833.7
1860,146251.1
1861,155833.7
1862,301329.3
1863,301329.3
1864,301329.3
1865,317117.2
1866,325877.7
1867,257914.7
1868,283979.0
1869,197043.7
1870,242939.0
1871,248213.1
1872,141940.0
1873,215629.0
1874,137350.0
1875,197505.0
1876,192170.0
1877,193700.0
1878,230977.2
1879,129305.0
1880,133546.0
1881,251807.8
1882,263436.1
1883,190670.0
1884,225420.0
1885,247650.0
1886,283379.0
1887,187770.0
1888,286517.5
1889,147339.0
1890,134195.0
1891,136090.0
1892,109227.6
1893,127700.0
1894,141243.2
1895,150220.0
1896,115040.0
1897,107140.0
1898,97990.0
1899,126790.0
1900,147335.0
1901,177782.4
1902,118250.0
1903,202218.6
1904,139105.0
1905,158843.2
1906,159215.0
1907,187690.0
1908,103440.0
1909,127380.0
1910,119000.0
1911,189550.0
1912,242925.0
1913,153500.0
1914,94180.0
1915,295400.0
1916,94900.0
1917,264011.3
1918,133970.0
1919,162420.0
1920,176290.0
1921,424981.0
1922,381938.3
1923,192800.0
1924,204410.0
1925,235200.0
1926,402751.8
1927,132180.0
1928,167280.0
1929,129516.0
1930,103000.0
1931,137680.0
1932,122289.0
1933,164090.0
1934,194975.0
1935,163440.0
1936,200455.0
1937,179600.0
1938,171895.0
1939,220400.0
1940,196825.0
1941,179100.0
